episode,0, randomSeed,0, time,0
episode,155, randomSeed,3, time,7037
episode,155, randomSeed,4, time,7358
episode,155, randomSeed,5, time,6929
episode,155, randomSeed,6, time,7208
episode,155, randomSeed,7, time,7182
episode,155, randomSeed,8, time,7032
episode,155, randomSeed,9, time,7423
episode,156, randomSeed,0, time,7242
episode,156, randomSeed,1, time,7092
episode,156, randomSeed,2, time,7030
episode,156, randomSeed,3, time,7057
episode,156, randomSeed,4, time,7367
episode,156, randomSeed,5, time,6936
episode,156, randomSeed,6, time,7215
episode,156, randomSeed,7, time,7189
episode,156, randomSeed,8, time,7062
episode,156, randomSeed,9, time,7432
episode,157, randomSeed,0, time,7253
episode,157, randomSeed,1, time,7110
episode,157, randomSeed,2, time,7037
episode,157, randomSeed,3, time,7077
episode,157, randomSeed,4, time,7375
episode,157, randomSeed,5, time,6945
episode,157, randomSeed,6, time,7222
episode,157, randomSeed,7, time,7196
episode,157, randomSeed,8, time,7073
episode,157, randomSeed,9, time,7439
episode,158, randomSeed,0, time,7271
episode,158, randomSeed,1, time,7117
episode,158, randomSeed,2, time,7044
episode,158, randomSeed,3, time,7100
episode,0, randomSeed,0, time,0
episode,0, randomSeed,1, time,0
episode,0, randomSeed,2, time,0
episode,0, randomSeed,3, time,0
episode,0, randomSeed,4, time,0
episode,0, randomSeed,5, time,0
episode,0, randomSeed,6, time,0
episode,0, randomSeed,7, time,0
episode,0, randomSeed,8, time,0
episode,0, randomSeed,9, time,0
episode,1, randomSeed,0, time,1724
episode,1, randomSeed,1, time,1221
episode,1, randomSeed,2, time,1501
episode,1, randomSeed,3, time,1319
episode,1, randomSeed,4, time,1402
episode,1, randomSeed,5, time,1456
episode,1, randomSeed,6, time,974
episode,1, randomSeed,7, time,1657
episode,1, randomSeed,8, time,1357
episode,1, randomSeed,9, time,1746
episode,2, randomSeed,0, time,1828
episode,2, randomSeed,1, time,1669
episode,2, randomSeed,2, time,1537
episode,2, randomSeed,3, time,1411
episode,2, randomSeed,4, time,1469
episode,2, randomSeed,5, time,1792
episode,2, randomSeed,6, time,1649
episode,2, randomSeed,7, time,1966
episode,2, randomSeed,8, time,1561
episode,0, randomSeed,0, time,0
episode,0, randomSeed,1, time,0
episode,0, randomSeed,2, time,0
episode,0, randomSeed,3, time,0
episode,0, randomSeed,4, time,0
episode,0, randomSeed,5, time,0
episode,0, randomSeed,6, time,0
episode,0, randomSeed,7, time,0
episode,0, randomSeed,8, time,0
episode,0, randomSeed,9, time,0
episode,1, randomSeed,0, time,1724
episode,1, randomSeed,1, time,1221
episode,0, randomSeed,0, time,0
episode,0, randomSeed,1, time,0
episode,0, randomSeed,2, time,0
episode,0, randomSeed,3, time,0
episode,0, randomSeed,4, time,0
episode,0, randomSeed,5, time,0
episode,0, randomSeed,6, time,0
episode,0, randomSeed,7, time,0
episode,0, randomSeed,8, time,0
episode,0, randomSeed,9, time,0
episode,1, randomSeed,0, time,1724
episode,1, randomSeed,1, time,1221
episode,0, randomSeed,0, time,0
episode,0, randomSeed,1, time,0
episode,0, randomSeed,2, time,0
episode,0, randomSeed,3, time,0
episode,0, randomSeed,4, time,0
episode,0, randomSeed,5, time,0
episode,0, randomSeed,6, time,0
episode,0, randomSeed,7, time,0
episode,0, randomSeed,8, time,0
episode,0, randomSeed,9, time,0
episode,1, randomSeed,0, time,1724
episode,1, randomSeed,1, time,1221
episode,158, randomSeed,4, time,7382
episode,158, randomSeed,5, time,6953
episode,158, randomSeed,6, time,7229
episode,158, randomSeed,7, time,7238
episode,158, randomSeed,8, time,7089
episode,158, randomSeed,9, time,7449
episode,159, randomSeed,0, time,7280
episode,159, randomSeed,1, time,7124
episode,159, randomSeed,2, time,7060
episode,159, randomSeed,3, time,7119
episode,159, randomSeed,4, time,7389
episode,159, randomSeed,5, time,6960
episode,159, randomSeed,6, time,7236
episode,159, randomSeed,7, time,7245
episode,159, randomSeed,8, time,7130
episode,159, randomSeed,9, time,7456
episode,160, randomSeed,0, time,7287
episode,160, randomSeed,1, time,7131
episode,160, randomSeed,2, time,7068
episode,160, randomSeed,3, time,7128
episode,160, randomSeed,4, time,7404
episode,160, randomSeed,5, time,6967
episode,160, randomSeed,6, time,7244
episode,160, randomSeed,7, time,7269
episode,160, randomSeed,8, time,7137
episode,160, randomSeed,9, time,7464
episode,161, randomSeed,0, time,7303
episode,161, randomSeed,1, time,7138
episode,161, randomSeed,2, time,7076
episode,161, randomSeed,3, time,7143
episode,161, randomSeed,4, time,7411
episode,161, randomSeed,5, time,6975
episode,161, randomSeed,6, time,7271
episode,161, randomSeed,7, time,7276
episode,161, randomSeed,8, time,7146
episode,161, randomSeed,9, time,7477
episode,162, randomSeed,0, time,7324
episode,162, randomSeed,1, time,7155
episode,162, randomSeed,2, time,7083
episode,162, randomSeed,3, time,7151
episode,162, randomSeed,4, time,7419
episode,162, randomSeed,5, time,6985
episode,162, randomSeed,6, time,7280
episode,162, randomSeed,7, time,7291
episode,162, randomSeed,8, time,7159
episode,162, randomSeed,9, time,7487
episode,163, randomSeed,0, time,7331
episode,163, randomSeed,1, time,7162
episode,163, randomSeed,2, time,7092
episode,163, randomSeed,3, time,7161
episode,163, randomSeed,4, time,7429
episode,163, randomSeed,5, time,6992
episode,163, randomSeed,6, time,7292
episode,163, randomSeed,7, time,7301
episode,163, randomSeed,8, time,7169
episode,163, randomSeed,9, time,7499
episode,164, randomSeed,0, time,7379
episode,164, randomSeed,1, time,7191
episode,164, randomSeed,2, time,7102
episode,164, randomSeed,3, time,7173
episode,164, randomSeed,4, time,7447
episode,164, randomSeed,5, time,6999
episode,164, randomSeed,6, time,7299
episode,164, randomSeed,7, time,7310
episode,164, randomSeed,8, time,7206
episode,164, randomSeed,9, time,7506
episode,165, randomSeed,0, time,7386
episode,165, randomSeed,1, time,7198
episode,165, randomSeed,2, time,7128
episode,165, randomSeed,3, time,7183
episode,165, randomSeed,4, time,7466
episode,165, randomSeed,5, time,7007
episode,165, randomSeed,6, time,7308
episode,165, randomSeed,7, time,7317
episode,165, randomSeed,8, time,7223
episode,165, randomSeed,9, time,7522
episode,166, randomSeed,0, time,7429
episode,166, randomSeed,1, time,7215
episode,166, randomSeed,2, time,7148
episode,166, randomSeed,3, time,7190
episode,166, randomSeed,4, time,7474
episode,166, randomSeed,5, time,7014
episode,166, randomSeed,6, time,7315
episode,166, randomSeed,7, time,7337
episode,166, randomSeed,8, time,7264
episode,166, randomSeed,9, time,7571
episode,167, randomSeed,0, time,7436
episode,167, randomSeed,1, time,7239
episode,167, randomSeed,2, time,7161
episode,167, randomSeed,3, time,7197
episode,167, randomSeed,4, time,7482
episode,167, randomSeed,5, time,7036
episode,167, randomSeed,6, time,7323
episode,167, randomSeed,7, time,7345
episode,167, randomSeed,8, time,7275
episode,167, randomSeed,9, time,7584
episode,168, randomSeed,0, time,7448
episode,168, randomSeed,1, time,7257
episode,168, randomSeed,2, time,7172
episode,168, randomSeed,3, time,7204
episode,168, randomSeed,4, time,7490
episode,168, randomSeed,5, time,7043
episode,168, randomSeed,6, time,7330
episode,168, randomSeed,7, time,7364
episode,168, randomSeed,8, time,7282
episode,168, randomSeed,9, time,7593
episode,169, randomSeed,0, time,7455
episode,169, randomSeed,1, time,7264
episode,169, randomSeed,2, time,7179
episode,169, randomSeed,3, time,7211
episode,169, randomSeed,4, time,7521
episode,169, randomSeed,5, time,7050
episode,169, randomSeed,6, time,7338
episode,169, randomSeed,7, time,7371
episode,169, randomSeed,8, time,7290
episode,169, randomSeed,9, time,7620
episode,170, randomSeed,0, time,7464
episode,170, randomSeed,1, time,7271
episode,170, randomSeed,2, time,7189
episode,170, randomSeed,3, time,7219
episode,170, randomSeed,4, time,7530
episode,170, randomSeed,5, time,7089
episode,170, randomSeed,6, time,7345
episode,170, randomSeed,7, time,7379
episode,170, randomSeed,8, time,7297
episode,170, randomSeed,9, time,7629
episode,171, randomSeed,0, time,7477
episode,171, randomSeed,1, time,7278
episode,171, randomSeed,2, time,7200
episode,171, randomSeed,3, time,7228
episode,171, randomSeed,4, time,7539
episode,171, randomSeed,5, time,7145
episode,171, randomSeed,6, time,7366
episode,171, randomSeed,7, time,7386
episode,171, randomSeed,8, time,7312
episode,171, randomSeed,9, time,7671
episode,172, randomSeed,0, time,7499
episode,172, randomSeed,1, time,7305
episode,172, randomSeed,2, time,7207
episode,172, randomSeed,3, time,7238
episode,172, randomSeed,4, time,7551
episode,172, randomSeed,5, time,7152
episode,172, randomSeed,6, time,7384
episode,172, randomSeed,7, time,7393
episode,172, randomSeed,8, time,7333
episode,172, randomSeed,9, time,7680
episode,173, randomSeed,0, time,7509
episode,173, randomSeed,1, time,7325
episode,173, randomSeed,2, time,7215
episode,173, randomSeed,3, time,7245
episode,173, randomSeed,4, time,7558
episode,173, randomSeed,5, time,7166
episode,173, randomSeed,6, time,7397
episode,173, randomSeed,7, time,7407
episode,173, randomSeed,8, time,7358
episode,173, randomSeed,9, time,7692
episode,174, randomSeed,0, time,7516
episode,174, randomSeed,1, time,7341
episode,174, randomSeed,2, time,7222
episode,174, randomSeed,3, time,7253
episode,174, randomSeed,4, time,7565
episode,174, randomSeed,5, time,7184
episode,174, randomSeed,6, time,7412
episode,174, randomSeed,7, time,7434
episode,174, randomSeed,8, time,7365
episode,174, randomSeed,9, time,7701
episode,175, randomSeed,0, time,7523
episode,175, randomSeed,1, time,7350
episode,175, randomSeed,2, time,7229
episode,175, randomSeed,3, time,7265
episode,175, randomSeed,4, time,7583
episode,175, randomSeed,5, time,7199
episode,175, randomSeed,6, time,7421
episode,175, randomSeed,7, time,7441
episode,175, randomSeed,8, time,7378
episode,175, randomSeed,9, time,7708
episode,176, randomSeed,0, time,7536
episode,176, randomSeed,1, time,7361
episode,176, randomSeed,2, time,7248
episode,176, randomSeed,3, time,7282
episode,176, randomSeed,4, time,7590
episode,176, randomSeed,5, time,7215
episode,176, randomSeed,6, time,7429
episode,176, randomSeed,7, time,7460
episode,176, randomSeed,8, time,7385
episode,176, randomSeed,9, time,7715
episode,177, randomSeed,0, time,7560
episode,177, randomSeed,1, time,7368
episode,177, randomSeed,2, time,7255
episode,177, randomSeed,3, time,7290
episode,177, randomSeed,4, time,7597
episode,177, randomSeed,5, time,7222
episode,177, randomSeed,6, time,7441
episode,177, randomSeed,7, time,7479
episode,177, randomSeed,8, time,7392
episode,177, randomSeed,9, time,7727
episode,178, randomSeed,0, time,7567
episode,178, randomSeed,1, time,7381
episode,178, randomSeed,2, time,7271
episode,178, randomSeed,3, time,7297
episode,178, randomSeed,4, time,7682
episode,178, randomSeed,5, time,7245
episode,178, randomSeed,6, time,7465
episode,178, randomSeed,7, time,7486
episode,178, randomSeed,8, time,7399
episode,178, randomSeed,9, time,7736
episode,179, randomSeed,0, time,7576
episode,179, randomSeed,1, time,7390
episode,179, randomSeed,2, time,7312
episode,179, randomSeed,3, time,7304
episode,179, randomSeed,4, time,7699
episode,179, randomSeed,5, time,7259
episode,179, randomSeed,6, time,7482
episode,179, randomSeed,7, time,7493
episode,179, randomSeed,8, time,7406
episode,179, randomSeed,9, time,7753
episode,180, randomSeed,0, time,7593
episode,180, randomSeed,1, time,7399
episode,180, randomSeed,2, time,7320
episode,180, randomSeed,3, time,7328
episode,180, randomSeed,4, time,7709
episode,180, randomSeed,5, time,7299
episode,180, randomSeed,6, time,7489
episode,180, randomSeed,7, time,7500
episode,180, randomSeed,8, time,7414
episode,180, randomSeed,9, time,7760
episode,181, randomSeed,0, time,7603
episode,181, randomSeed,1, time,7406
episode,181, randomSeed,2, time,7342
episode,181, randomSeed,3, time,7348
episode,181, randomSeed,4, time,7716
episode,181, randomSeed,5, time,7330
episode,181, randomSeed,6, time,7496
episode,181, randomSeed,7, time,7509
episode,181, randomSeed,8, time,7429
episode,181, randomSeed,9, time,7768
episode,182, randomSeed,0, time,7613
episode,182, randomSeed,1, time,7416
episode,182, randomSeed,2, time,7354
episode,182, randomSeed,3, time,7356
episode,182, randomSeed,4, time,7734
episode,182, randomSeed,5, time,7347
episode,182, randomSeed,6, time,7503
episode,182, randomSeed,7, time,7516
episode,182, randomSeed,8, time,7437
episode,182, randomSeed,9, time,7775
episode,183, randomSeed,0, time,7620
episode,183, randomSeed,1, time,7441
episode,183, randomSeed,2, time,7365
episode,183, randomSeed,3, time,7364
episode,183, randomSeed,4, time,7741
episode,183, randomSeed,5, time,7359
episode,183, randomSeed,6, time,7510
episode,183, randomSeed,7, time,7523
episode,183, randomSeed,8, time,7444
episode,183, randomSeed,9, time,7782
episode,184, randomSeed,0, time,7627
episode,184, randomSeed,1, time,7468
episode,184, randomSeed,2, time,7372
episode,184, randomSeed,3, time,7372
episode,184, randomSeed,4, time,7748
episode,184, randomSeed,5, time,7366
episode,184, randomSeed,6, time,7517
episode,184, randomSeed,7, time,7530
episode,184, randomSeed,8, time,7451
episode,184, randomSeed,9, time,7802
episode,185, randomSeed,0, time,7634
episode,185, randomSeed,1, time,7478
episode,185, randomSeed,2, time,7379
episode,185, randomSeed,3, time,7380
episode,185, randomSeed,4, time,7755
episode,185, randomSeed,5, time,7389
episode,185, randomSeed,6, time,7524
episode,185, randomSeed,7, time,7541
episode,185, randomSeed,8, time,7458
episode,185, randomSeed,9, time,7809
episode,186, randomSeed,0, time,7688
episode,186, randomSeed,1, time,7486
episode,186, randomSeed,2, time,7387
episode,186, randomSeed,3, time,7387
episode,186, randomSeed,4, time,7769
episode,186, randomSeed,5, time,7397
episode,186, randomSeed,6, time,7531
episode,186, randomSeed,7, time,7548
episode,186, randomSeed,8, time,7465
episode,186, randomSeed,9, time,7816
episode,187, randomSeed,0, time,7702
episode,187, randomSeed,1, time,7516
episode,187, randomSeed,2, time,7466
episode,187, randomSeed,3, time,7404
episode,187, randomSeed,4, time,7799
episode,187, randomSeed,5, time,7417
episode,187, randomSeed,6, time,7540
episode,187, randomSeed,7, time,7556
episode,187, randomSeed,8, time,7472
episode,187, randomSeed,9, time,7823
episode,188, randomSeed,0, time,7712
episode,188, randomSeed,1, time,7537
episode,188, randomSeed,2, time,7475
episode,188, randomSeed,3, time,7424
episode,188, randomSeed,4, time,7806
episode,188, randomSeed,5, time,7430
episode,188, randomSeed,6, time,7547
episode,188, randomSeed,7, time,7563
episode,188, randomSeed,8, time,7479
episode,188, randomSeed,9, time,7830
episode,189, randomSeed,0, time,7720
episode,189, randomSeed,1, time,7544
episode,189, randomSeed,2, time,7488
episode,189, randomSeed,3, time,7436
episode,189, randomSeed,4, time,7818
episode,189, randomSeed,5, time,7446
episode,189, randomSeed,6, time,7562
episode,189, randomSeed,7, time,7571
episode,189, randomSeed,8, time,7516
episode,189, randomSeed,9, time,7841
episode,190, randomSeed,0, time,7727
episode,190, randomSeed,1, time,7553
episode,190, randomSeed,2, time,7495
episode,190, randomSeed,3, time,7446
episode,190, randomSeed,4, time,7831
episode,190, randomSeed,5, time,7456
episode,190, randomSeed,6, time,7569
episode,190, randomSeed,7, time,7603
episode,190, randomSeed,8, time,7534
episode,190, randomSeed,9, time,7850
episode,191, randomSeed,0, time,7734
episode,191, randomSeed,1, time,7573
episode,191, randomSeed,2, time,7510
episode,191, randomSeed,3, time,7456
episode,191, randomSeed,4, time,7838
episode,191, randomSeed,5, time,7463
episode,191, randomSeed,6, time,7576
episode,191, randomSeed,7, time,7625
episode,191, randomSeed,8, time,7570
episode,191, randomSeed,9, time,7859
episode,192, randomSeed,0, time,7741
episode,192, randomSeed,1, time,7580
episode,192, randomSeed,2, time,7517
episode,192, randomSeed,3, time,7465
episode,192, randomSeed,4, time,7845
episode,192, randomSeed,5, time,7475
episode,192, randomSeed,6, time,7583
episode,192, randomSeed,7, time,7636
episode,192, randomSeed,8, time,7600
episode,192, randomSeed,9, time,7866
episode,193, randomSeed,0, time,7749
episode,193, randomSeed,1, time,7591
episode,193, randomSeed,2, time,7530
episode,193, randomSeed,3, time,7476
episode,193, randomSeed,4, time,7854
episode,193, randomSeed,5, time,7484
episode,193, randomSeed,6, time,7591
episode,193, randomSeed,7, time,7645
episode,193, randomSeed,8, time,7632
episode,193, randomSeed,9, time,7873
episode,194, randomSeed,0, time,7762
episode,194, randomSeed,1, time,7598
episode,194, randomSeed,2, time,7545
episode,194, randomSeed,3, time,7484
episode,194, randomSeed,4, time,7861
episode,194, randomSeed,5, time,7516
episode,194, randomSeed,6, time,7598
episode,194, randomSeed,7, time,7652
episode,194, randomSeed,8, time,7651
episode,194, randomSeed,9, time,7892
episode,195, randomSeed,0, time,7771
episode,195, randomSeed,1, time,7615
episode,195, randomSeed,2, time,7552
episode,195, randomSeed,3, time,7494
episode,195, randomSeed,4, time,7881
episode,195, randomSeed,5, time,7527
episode,195, randomSeed,6, time,7606
episode,195, randomSeed,7, time,7661
episode,195, randomSeed,8, time,7661
episode,195, randomSeed,9, time,7899
episode,196, randomSeed,0, time,7778
episode,196, randomSeed,1, time,7643
episode,196, randomSeed,2, time,7559
episode,196, randomSeed,3, time,7501
episode,196, randomSeed,4, time,7907
episode,196, randomSeed,5, time,7534
episode,196, randomSeed,6, time,7615
episode,196, randomSeed,7, time,7669
episode,196, randomSeed,8, time,7731
episode,196, randomSeed,9, time,7906
episode,197, randomSeed,0, time,7785
episode,197, randomSeed,1, time,7651
episode,197, randomSeed,2, time,7566
episode,197, randomSeed,3, time,7509
episode,197, randomSeed,4, time,7924
episode,197, randomSeed,5, time,7541
episode,197, randomSeed,6, time,7624
episode,197, randomSeed,7, time,7691
episode,197, randomSeed,8, time,7742
episode,197, randomSeed,9, time,7913
episode,198, randomSeed,0, time,7792
episode,198, randomSeed,1, time,7681
episode,198, randomSeed,2, time,7574
episode,198, randomSeed,3, time,7516
episode,198, randomSeed,4, time,7964
episode,198, randomSeed,5, time,7548
episode,198, randomSeed,6, time,7631
episode,198, randomSeed,7, time,7711
episode,198, randomSeed,8, time,7759
episode,198, randomSeed,9, time,7920
episode,199, randomSeed,0, time,7803
episode,199, randomSeed,1, time,7699
episode,199, randomSeed,2, time,7582
episode,199, randomSeed,3, time,7523
episode,199, randomSeed,4, time,7989
episode,199, randomSeed,5, time,7555
episode,199, randomSeed,6, time,7646
episode,199, randomSeed,7, time,7732
episode,199, randomSeed,8, time,7769
episode,199, randomSeed,9, time,7927
